Id,SalePrice
2430,131627
2431,111329
2432,140331
2433,145145
2434,145482
2435,147844
2436,107629
2437,101087
2438,137361
2439,113603
2440,126734
2441,85905
2442,101255
2443,133260
2444,139519
2445,98939
2446,155275
2447,193719
2448,133505
2449,121087
2450,153612
2451,122762
2452,241025
2453,95548
2454,117735
2455,138116
2456,132224
2457,152962
2458,145476
2459,116700
2460,146541
2461,134255
2462,137782
2463,130357
2464,190043
2465,142563
2466,114049
2467,143023
2468,95457
2469,85174
2470,185988
2471,239374
2472,165046
2473,117615
2474,60671
2475,214689
2476,109778
2477,116059
2478,153553
2479,111474
2480,181927
2481,128269
2482,125338
2483,114980
2484,136012
2485,133952
2486,148555
2487,201889
2488,186420
2489,169188
2490,142667
2491,107307
2492,175784
2493,167183
2494,146179
2495,87704
2496,258364
2497,159207
2498,105769
2499,91721
2500,130208
2501,143364
2502,139253
2503,101364
2504,249298
2505,223567
2506,250606
2507,314396
2508,251872
2509,218828
2510,209029
2511,181595
2512,212429
2513,206864
2514,236669
2515,155432
2516,181175
2517,139611
2518,147001
2519,233999
2520,194080
2521,190575
2522,217851
2523,115018
2524,137584
2525,155700
2526,135209
2527,113114
2528,131547
2529,138802
2530,134778
2531,249236
2532,218442
2533,198030
2534,226023
2535,293809
2536,229091
2537,226360
2538,176249
2539,185170
2540,173739
2541,178804
2542,166201
2543,123676
2544,125160
2545,152544
2546,128735
2547,147286
2548,169225
2549,161431
2550,432270
2551,133773
2552,139482
2553,82855
2554,93087
2555,130152
2556,107586
2557,103807
2558,166851
2559,144265
2560,162722
2561,147166
2562,141687
2563,156790
2564,198118
2565,150932
2566,173055
2567,135477
2568,246080
2569,216027
2570,121349
2571,197300
2572,132924
2573,209812
2574,290372
2575,133196
2576,128107
2577,171257
2578,86406
2579,80769
2580,143335
2581,115184
2582,120648
2583,275787
2584,172067
2585,194327
2586,201398
2587,189367
2588,154179
2589,154625
2590,208990
2591,203564
2592,191821
2593,232884
2594,172853
2595,195175
2596,276457
2597,191423
2598,260221
2599,353141
2600,146572
2601,141207
2602,85558
2603,82229
2604,89664
2605,76695
2606,147092
2607,181415
2608,212341
2609,165782
2610,111060
2611,136406
2612,163084
2613,135366
2614,130410
2615,160048
2616,146235
2617,188876
2618,173066
2619,193643
2620,181858
2621,176585
2622,188733
2623,231787
2624,304228
2625,313167
2626,178560
2627,156202
2628,493842
2629,502653
2630,384790
2631,473621
2632,434873
2633,303292
2634,399591
2635,159937
2636,176287
2637,162337
2638,255919
2639,184381
2640,162173
2641,115580
2642,176405
2643,113910
2644,125756
2645,112267
2646,100112
2647,107543
2648,154138
2649,157816
2650,132472
2651,138811
2652,411998
2653,269836
2654,291818
2655,404007
2656,321666
2657,343395
2658,316409
2659,321333
2660,363313
2661,354716
2662,342763
2663,282814
2664,270090
2665,327961
2666,284330
2667,163428
2668,180389
2669,181925
2670,263640
2671,186765
2672,182524
2673,194745
2674,197463
2675,166351
2676,185855
2677,193946
2678,245453
2679,264439
2680,280745
2681,399453
2682,315926
2683,504030
2684,324066
2685,328994
2686,245864
2687,325529
2688,204991
2689,212383
2690,449338
2691,194863
2692,141648
2693,211234
2694,128715
2695,197704
2696,184758
2697,193991
2698,203949
2699,175398
2700,161788
2701,154901
2702,115366
2703,128474
2704,148726
2705,110562
2706,113843
2707,123686
2708,132241
2709,106390
2710,131291
2711,281088
2712,412527
2713,164216
2714,148217
2715,173512
2716,150975
2717,191752
2718,228677
2719,161442
2720,182636
2721,142671
2722,167729
2723,136429
2724,128181
2725,137797
2726,162337
2727,207939
2728,170704
2729,156725
2730,148366
2731,125334
2732,130058
2733,160370
2734,137205
2735,145282
2736,141522
2737,132235
2738,137551
2739,157043
2740,132589
2741,141651
2742,141696
2743,154697
2744,171513
2745,145412
2746,144038
2747,146729
2748,131705
2749,129395
2750,136874
2751,138627
2752,183805
2753,173056
2754,234520
2755,137507
2756,107417
2757,82156
2758,107508
2759,169864
2760,137117
2761,133906
2762,141307
2763,183286
2764,135433
2765,265082
2766,131880
2767,97168
2768,118999
2769,135393
2770,146586
2771,122933
2772,100977
2773,200164
2774,143976
2775,112541
2776,145723
2777,138443
2778,109414
2779,130679
2780,101759
2781,101052
2782,109371
2783,118406
2784,113821
2785,152420
2786,75475
2787,123326
2788,82279
2789,204145
2790,110553
2791,98903
2792,75598
2793,183406
2794,85106
2795,126566
2796,107896
2797,214592
2798,121314
2799,129599
2800,76547
2801,106862
2802,130803
2803,160405
2804,144309
2805,124143
2806,92602
2807,154838
2808,155622
2809,140595
2810,133391
2811,168212
2812,165840
2813,152441
2814,157915
2815,108447
2816,223356
2817,158582
2818,133496
2819,174986
2820,150646
2821,115611
2822,185867
2823,339532
2824,203192
2825,178081
2826,134366
2827,134983
2828,243903
2829,211133
2830,231479
2831,175199
2832,227115
2833,302147
2834,234416
2835,219927
2836,193049
2837,163246
2838,149695
2839,173377
2840,200296
2841,200686
2842,231551
2843,152536
2844,182556
2845,119638
2846,205087
2847,198292
2848,198489
2849,204171
2850,268606
2851,209148
2852,221393
2853,235623
2854,137044
2855,205307
2856,201330
2857,187697
2858,191144
2859,125867
2860,126111
2861,135884
2862,196465
2863,130697
2864,258096
2865,130676
2866,133560
2867,106060
2868,111571
2869,100656
2870,129873
2871,102270
2872,55543
2873,97071
2874,141572
2875,99939
2876,156290
2877,139937
2878,183343
2879,150718
2880,102537
2881,173936
2882,184733
2883,196867
2884,207757
2885,186315
2886,226743
2887,101678
2888,148841
2889,59279
2890,91833
2891,142128
2892,37339
2893,83044
2894,65648
2895,347973
2896,282189
2897,210868
2898,147011
2899,216050
2900,165925
2901,192308
2902,189191
2903,319529
2904,349142
2905,99124
2906,189501
2907,109676
2908,135636
2909,145222
2910,59046
2911,86870
2912,154355
2913,78927
2914,71597
2915,87298
2916,78953
2917,160666
2918,116080
2919,216619
